S.No,DateTime,Residue,Blaine,cem_type,C3A,C4AF,G-SO3,G-Moisture,FA-Blaine,Gypsum Weigh Feeder_TPH,Fly Ash SFF_TPH,Drive Power_MILL_KW,Separator_speed_RPM,Position_Master Roller1_mm,Counter Pressure_HLSM_mm,Hydraulic_pressure,Fan Power_Kw
78294,26-11-2022 06:29,24.8,344,Non Premium,6.74,13.19,42.01,1.7,291,3.45,57.86,3102.36,845,79.58,22.29,79.73,1279.2
78352,26-11-2022 07:27,24.3,352,Non Premium,6.74,13.19,42.01,1.7,291,3.39,56.75,3043.48,875,64.94,23.61,77.26,1236.39
78410,26-11-2022 08:25,22.9,361,,6.74,13.19,42.01,1.7,291,3.3,55.39,3263.22,881,71.65,23.57,77.27,1232.17
78480,26-11-2022 09:35,25.8,343,Non Premium,6.74,13.19,42.01,1.7,291,3.38,59.21,3175.81,845,89.11,24.51,76.62,1235.8
78538,26-11-2022 10:33,22.3,358,Non Premium,6.74,13.19,42.01,1.7,291,3.51,59.81,3025.97,845,98.65,24.32,77.41,1239.11
78590,26-11-2022 11:25,21,332,Non Premium,6.74,13.19,42.01,1.7,291,3.57,62.2,3017.11,876,67.78,25.64,75.89,1217.97
78785,26-11-2022 14:40,21.5,349,Non Premium,6.74,13.19,42.01,1.7,291,3.73,62.35,2942.02,860,55.52,23.55,78.85,1232.79
78845,26-11-2022 15:40,23,317,Non Premium,6.74,13.19,42.01,1.7,291,3.45,59.22,2899.57,865,60.18,24.84,77.21,1246.51
79375,27-11-2022 00:30,21.8,320,Non Premium,6.9,13.13,42.01,1.7,304,3.52,57.83,3130.13,866,61.27,22.22,79.58,1345.39
79446,27-11-2022 01:41,21.6,325,Non Premium,6.9,13.13,42.01,1.7,304,3.24,50.48,3195.74,845,72,23.34,81.9,1280.17
79506,27-11-2022 02:41,21,333,Non Premium,6.9,13.13,42.01,1.7,304,3.45,58.35,3192.58,866,60.05,22.17,81.16,1260.45
79561,27-11-2022 03:36,21.9,328,Non Premium,6.9,13.13,42.01,1.7,304,3.61,61.47,3169.9,886,56.88,24.27,80.77,1259.68
79623,27-11-2022 04:38,21.7,329,Non Premium,6.9,13.13,42.01,1.7,304,3.85,64.99,3008.15,845,49.14,24.45,79.28,1254.72
79673,27-11-2022 05:28,24.6,313,Non Premium,6.9,13.13,42.01,1.7,304,3.69,61.3,3219.73,856,57.86,25.28,78.56,1254.97
79735,27-11-2022 06:30,21.9,331,Non Premium,6.9,13.13,42.01,1.7,304,3.49,60.66,3163.67,875,54.73,24.22,77.5,1240.91
79792,27-11-2022 07:27,21.6,323,Non Premium,6.9,13.13,42.01,1.7,304,3.25,56.09,3165.57,886,54.81,23.41,77.79,1231.04
79853,27-11-2022 08:28,23,331,Non Premium,6.9,13.13,42.01,1.7,304,3.38,55.87,3100.2,887,59.74,25.12,74.62,1245.5
79914,27-11-2022 09:29,21.9,340,Non Premium,6.9,13.13,42.01,1.7,304,3.47,58.85,3084.47,886,70.01,25.7,76.1,1242.62
79972,27-11-2022 10:27,21,334,Non Premium,6.9,13.13,42.01,1.7,304,3.24,55.07,3171.38,886,62.56,24.93,76.62,1222.49
80034,27-11-2022 11:29,21.2,335,Premium,6.9,13.13,42.01,1.7,304,3.49,56.18,3200.39,886,56.47,23.91,78.44,1216.27
80094,27-11-2022 12:29,21,333,Premium,6.9,13.13,42.01,1.7,304,3.51,55.77,3166.51,886,68.96,23.26,78.73,1213.73
80147,27-11-2022 13:22,21.4,342,Premium,6.9,13.13,42.01,1.7,304,3.47,58.03,3123.46,886,61.77,24.56,77.88,1213.64
80219,27-11-2022 14:34,23.5,323,Premium,6.9,13.13,42.01,1.7,304,3.49,57.97,3170.71,886,50.59,23.71,79.18,1215.42
80275,27-11-2022 15:30,21.9,327,Premium,6.9,13.13,42.01,1.7,304,3.52,57.2,2986.08,886,54.77,23.47,80.05,1218.31
80343,27-11-2022 16:38,21.5,317,Non Premium,6.9,13.13,42.01,1.7,304,3.93,63.19,2996.39,886,66.58,22.86,79.99,1210.18
80821,28-11-2022 00:36,23.3,327,Non Premium,6.95,13.04,42.01,1.7,291,3.79,61.03,3112.37,885,66.04,24.74,77.62,1252.37
80882,28-11-2022 01:37,21.7,328,Non Premium,6.95,13.04,42.01,1.7,291,3.79,62.35,3130.09,886,67.8,22.72,80.28,1223.37
80939,28-11-2022 02:34,21.9,341,Non Premium,6.95,13.04,42.01,1.7,291,3.88,63.19,3081.68,886,62.72,22.98,80.27,1185.12
81000,28-11-2022 03:35,21.3,329,Non Premium,6.95,13.04,42.01,1.7,291,3.93,63.03,3118.81,887,54.46,22.43,81.13,1186.33
81065,28-11-2022 04:40,21,333,Non Premium,6.95,13.04,42.01,1.7,291,3.89,65.18,3193.46,886,57.03,22.22,80.87,1183.34
81111,28-11-2022 05:26,21.8,323,Non Premium,6.95,13.04,42.01,1.7,291,3.9,63.03,3189.25,887,53.9,23.25,78.94,1203.34
81179,28-11-2022 06:34,21.4,327,Non Premium,6.95,13.04,42.01,1.7,291,3.8,64.07,3092.74,886,60.18,23.07,80.67,1217.26
81235,28-11-2022 07:30,21.9,329,Non Premium,6.95,13.04,42.01,1.7,291,3.91,63.57,3046.72,886,60.42,23.04,80.42,1220.58
81299,28-11-2022 08:34,21.8,330,Non Premium,6.95,13.04,42.01,1.7,291,3.94,62.26,3149.61,886,53.26,23.06,80.28,1222.96
81359,28-11-2022 09:34,21.3,329,Non Premium,6.95,13.04,42.01,1.7,291,3.73,60.56,3106.29,886,67.07,24.07,79.51,1228.12
81421,28-11-2022 10:36,23.4,330,Non Premium,6.95,13.04,42.01,1.7,291,3.77,61.12,3032.17,887,74.92,23.95,79.23,1223.99
81481,28-11-2022 11:36,21.8,340,Non Premium,6.95,13.04,42.01,1.7,291,3.74,60.23,3074.87,887,72.52,24.61,78.97,1217.9
81537,28-11-2022 12:32,21.7,341,Non Premium,6.95,13.04,42.01,1.7,291,3.85,61.15,3087.86,887,62.68,24.6,78.35,1213.46
81595,28-11-2022 13:30,23.7,378,Non Premium,6.95,13.04,42.01,1.7,291,3.62,59.54,3180.12,875,55.6,22.57,81.81,1254.99
81655,28-11-2022 14:30,23.6,340,Non Premium,6.95,13.04,42.01,1.7,291,3.45,55.38,2786.59,876,54.61,20.62,84.02,1267.12
81716,28-11-2022 15:31,20.4,368,Non Premium,6.95,13.04,42.01,1.7,291,3.56,56.58,3115.45,875,57.55,22.18,82.53,1250.54
81784,28-11-2022 16:39,21.9,361,Non Premium,6.95,13.04,42.01,1.7,291,3.57,57.57,3349.4,875,90.66,21.02,83.52,1252.67
81840,28-11-2022 17:35,21.5,391,Non Premium,6.95,13.04,42.01,1.7,291,3.37,53.75,3231.3,887,91.63,21.84,75.46,1239.74
81900,28-11-2022 18:35,21.9,391,Non Premium,6.95,13.04,42.01,1.7,291,3.23,55.57,3022.5,887,76.14,22.57,81.66,1247.11
81951,28-11-2022 19:26,21.5,398,Non Premium,6.95,13.04,42.01,1.7,291,3.25,56.9,3208.14,887,84.92,24.2,79.71,1250.37
82019,28-11-2022 20:34,22.1,407,Non Premium,6.95,13.04,42.01,1.7,291,3.12,52.59,3151.91,887,61.69,22.72,77.24,1283.3
82080,28-11-2022 21:35,23.2,409,Non Premium,6.95,13.04,42.01,1.7,291,3.19,55.38,3045.28,887,70.39,21.73,81.82,1232.1
82143,28-11-2022 22:38,23.7,381,Non Premium,6.95,13.04,42.01,1.7,291,3.23,54.62,3118.3,887,68.21,24.02,80.17,1269.42
82255,29-11-2022 00:30,24.8,347,Non Premium,7.26,13.01,42.01,1.7,284,3.51,61.74,3017.21,886,61.58,23.66,80.81,1243.9
82307,29-11-2022 01:22,23.7,342,Non Premium,7.26,13.01,42.01,1.7,284,3.64,63.62,3082.23,886,61.87,23.23,80.48,1199.62
82378,29-11-2022 02:33,21.6,340,Non Premium,7.26,13.01,42.01,1.7,284,3.69,60.88,3068.86,886,63.59,22.7,80.13,1192.76
82441,29-11-2022 03:36,20.4,350,Non Premium,7.26,13.01,42.01,1.7,284,3.67,63.34,3012.9,886,67.61,22.19,80.26,1187.85
82495,29-11-2022 04:30,20.1,353,Premium,7.26,13.01,42.01,1.7,284,3.61,62.13,3210.43,886,64.77,22.31,78.64,1185.59
82551,29-11-2022 05:26,20.2,341,Premium,7.26,13.01,42.01,1.7,284,3.66,60.31,3120.95,886,49.39,22.65,78.46,1187.26
82624,29-11-2022 06:39,19.3,363,Premium,7.26,13.01,42.01,1.7,284,3.52,57.97,3223.36,915,58.29,22.04,80.74,1227.62
82683,29-11-2022 07:38,18.9,367,Premium,7.26,13.01,42.01,1.7,284,3.12,51.78,3122.92,916,60.71,23.62,78.48,1233.35
82750,29-11-2022 08:45,18.4,358,Premium,7.26,13.01,42.01,1.7,284,3.15,54.24,3172.36,915,62.68,25.87,75.19,1248.97
82804,29-11-2022 09:39,18.1,378,Premium,7.26,13.01,42.01,1.7,284,3.27,55.38,3069.79,915,60.57,23.86,76.56,1243.13
82920,29-11-2022 11:35,20,378,Premium,7.26,13.01,42.01,1.7,284,3.29,55.03,3165.72,915,58,23.37,77.76,1247.18
82976,29-11-2022 12:31,20.4,363,Premium,7.26,13.01,42.01,1.7,284,3.45,56.5,3038.88,896,69.76,22.41,80.11,1250.27
83039,29-11-2022 13:34,21.3,358,Premium,7.26,13.01,42.01,1.7,284,3.4,57.88,2990.74,896,77.94,22.69,77.95,1251.3
83103,29-11-2022 14:38,23.6,367,Premium,7.26,13.01,42.01,1.7,284,3.46,59.23,3066.36,896,57.92,21.03,83.03,1255.39
83159,29-11-2022 15:34,20,380,Premium,7.26,13.01,42.01,1.7,284,3.47,59.39,3126.6,945,73.76,21.32,82.41,1252.18
83223,29-11-2022 16:38,19.7,381,Premium,7.26,13.01,42.01,1.7,284,3.47,59.49,3370.92,946,61.81,20.27,84.04,1262.36
83279,29-11-2022 17:34,19.8,377,Premium,7.26,13.01,42.01,1.7,284,3.54,57.76,3005.58,945,66.45,19.85,84.53,1259.98
83337,29-11-2022 18:32,21.6,372,Premium,7.26,13.01,42.01,1.7,284,3.38,56.89,3185.06,936,61.69,20.77,84.54,1268.15
83401,29-11-2022 19:36,21.6,389,Premium,7.26,13.01,42.01,1.7,284,3.41,56.73,3321.29,925,65.56,21.42,83.69,1259.24
83459,29-11-2022 20:34,20,382,Non Premium,7.26,13.01,42.01,1.7,284,3.35,58.86,3201.18,925,69.45,20.29,84.97,1253.82
83506,29-11-2022 21:21,23.3,381,Non Premium,7.26,13.01,42.01,1.7,284,3.42,58.61,3048.31,887,72.81,20.92,82.71,1260.51
83572,29-11-2022 22:27,22.4,364,Non Premium,7.26,13.01,42.01,1.7,284,3.47,60.18,3240.4,886,58.27,20.97,82.72,1237.86
83631,29-11-2022 23:26,24,356,Non Premium,7.26,13.01,42.01,1.7,284,3.46,59.1,3032.73,887,83.31,22.41,80.47,1251.59
84055,04-10-2021 06:50,14.8,353,Premium,6.51,13.56,42.14,0.21,216,6.67,72.72,2977.51,995,79.63,24.39,75.18,1285.93
84105,04-10-2021 07:40,17.9,344,Premium,6.51,13.56,42.14,0.21,216,6.41,71.03,3122.46,995,83.93,24.6,74.77,1267.66
84216,04-10-2021 09:31,15.6,348,Premium,6.51,13.56,42.14,0.21,216,6.97,73.79,2614.77,995,91.65,20.09,85.56,1291.37
84277,04-10-2021 10:32,13.9,355,Premium,6.51,13.56,42.14,0.21,216,6.37,71.36,3200.57,995,90.59,26.98,73.13,1254.75
84335,04-10-2021 11:30,16.3,341,Premium,6.51,13.56,42.14,0.21,216,6.7,75.08,2966.69,995,79.15,25.85,74.24,1284.66
84401,04-10-2021 12:36,18.4,344,Premium,6.51,13.56,42.14,0.21,216,6.61,73.82,3051.45,1005,85.71,26.57,73.85,1251.1
84462,04-10-2021 13:37,15.1,339,Premium,6.51,13.56,42.14,0.21,216,6.6,75.05,3035.76,1005,87.6,25.14,73.71,1261.31
84520,04-10-2021 14:35,17.1,344,Premium,6.51,13.56,42.14,0.21,216,6.8,75.78,3024.79,1005,100.95,23.12,78.35,1281.84
84577,04-10-2021 15:32,16.8,342,Premium,6.51,13.56,42.14,0.21,216,6.84,75.49,3070.58,1005,98.96,24.16,77.19,1263.52
84634,04-10-2021 16:29,17.1,348,Premium,6.51,13.56,42.14,0.21,216,6.99,78.46,3082.64,1005,70.18,22.55,78.18,1285.79
85120,05-10-2021 00:35,18.5,332,Non premium,6.88,13.28,42.14,0.21,236,6.35,76,3100.9,924,90.2,26.64,67.71,1273.4
85182,05-10-2021 01:37,19.4,329,Non premium,6.88,13.28,42.14,0.21,236,6.89,79.18,2870.06,925,95.36,25.02,68.57,1275.67
85240,05-10-2021 02:35,19,341,Non premium,6.88,13.28,42.14,0.21,236,6.98,78.82,2835.2,915,69.96,24.78,63.04,1278.96
85303,05-10-2021 03:38,16.4,334,Non premium,6.88,13.28,42.14,0.21,236,5.97,72.99,3121.16,924,97.92,24.83,64.68,1237.22
85361,05-10-2021 04:36,16.8,315,Non premium,6.88,13.28,42.14,0.21,236,5.21,70.23,2988.57,924,83.8,25.99,65.84,1265.3
85425,05-10-2021 05:40,16.7,322,Non premium,6.88,13.28,42.14,0.21,236,5.17,70.27,3018.09,924,75.17,26.5,65.6,1246.28
87040,06-10-2021 08:35,13.4,299,Premium,6.11,13.8,42.14,0.21,232,4.88,66.09,2839.27,1025,65.27,24.9,67.47,1249.31
87163,06-10-2021 10:38,9.4,302,Premium,6.11,13.8,42.14,0.21,232,4.57,74.71,2829.82,1095,73.82,24.35,67.85,1242.52
87415,06-10-2021 16:35,11,327,Premium,6.11,13.8,42.14,0.21,232,4.3,64.72,2948.53,1044,72.14,25.86,62.73,1177.7
88262,07-10-2021 06:42,9.1,332,Premium,6.49,13.54,42.14,0.21,228,4.28,58.55,3148.36,1074,67.82,19.47,84.5,1239.14
88318,07-10-2021 07:38,10.7,341,Premium,6.49,13.54,42.14,0.21,228,4.21,59.18,3048.54,1095,61.99,18.37,85.24,1175.64
88375,07-10-2021 08:35,11.1,332,Premium,6.49,13.54,42.14,0.21,228,4.34,60.95,3046.91,1074,63.94,19.64,83.43,1171.44
88435,07-10-2021 09:35,12.5,344,Premium,6.49,13.54,42.14,0.21,228,4.37,60.17,3048.21,1094,65.02,20.34,83.21,1156.33
88498,07-10-2021 10:38,9.7,325,Premium,6.49,13.54,42.14,0.21,228,4.15,59.36,3046.9,1054,67.2,20.96,80.92,1175.01
88555,07-10-2021 11:35,9.6,315,Premium,6.49,13.54,42.14,0.21,228,4.33,60.3,2758.23,1044,67.03,19.47,80.71,1205.29
88618,07-10-2021 12:38,11,317,Premium,6.49,13.54,42.14,0.21,228,4.58,60.76,3050.27,1095,65.06,20.3,81.15,1172
88737,07-10-2021 14:37,9.4,329,Premium,6.49,13.54,42.14,0.21,228,4.23,64.75,2967.57,1095,58.79,19.32,81.62,1151.7
88794,07-10-2021 15:34,10.7,327,Premium,6.49,13.54,42.14,0.21,228,4.45,64.73,3029.13,1095,62.26,18.79,82.24,1177.93
88855,07-10-2021 16:35,10.9,329,Premium,6.49,13.54,42.14,0.21,228,4.13,64.87,2839.81,1095,60.28,21.26,78.74,1166.32
89061,08-10-2021 00:30,16.6,320,Non premium,6.16,13.62,42.14,0.21,241,4.74,69.34,2934.73,995,64.7,23.29,67.85,1279.51
89126,08-10-2021 01:35,15.3,317,Non premium,6.16,13.62,42.14,0.21,241,4.26,62.56,3075.96,964,74.71,25.6,71.42,1293.44
89188,08-10-2021 02:37,16.5,315,Non premium,6.16,13.62,42.14,0.21,241,4.75,69.81,3012.82,994,70.56,25.19,71.27,1292.96
89241,08-10-2021 03:30,15.5,322,Non premium,6.16,13.62,42.14,0.21,241,4.57,69.47,3133.81,995,84.92,23.81,72.87,1246.98
89306,08-10-2021 04:35,14.1,320,Non premium,6.16,13.62,42.14,0.21,241,4.74,69.94,2879,994,72.88,24.17,74.05,1221.06
89371,08-10-2021 05:40,12.3,322,Non premium,6.16,13.62,42.14,0.21,241,4.68,70.51,3110.39,1025,68.21,23.93,75.26,1221.04
89431,08-10-2021 06:40,11.1,329,Non premium,6.16,13.62,42.14,0.21,241,4.68,68.85,3052.94,1015,67.36,20.92,79.69,1268.98
89489,08-10-2021 07:38,17.3,337,Non premium,6.16,13.62,42.14,0.21,241,4.57,66.98,3048.17,1016,75.13,22.81,77.98,1247.65
89547,08-10-2021 08:36,14.6,361,Non premium,6.16,13.62,42.14,0.21,241,4.66,70.16,3080.38,1016,60.93,22.25,83.04,1249.97
89609,08-10-2021 09:38,15.6,364,Non premium,6.16,13.62,42.14,0.21,241,4.85,74,3021.25,995,78.67,23.34,81.05,1208.83
89667,08-10-2021 10:36,14.1,341,Non premium,6.16,13.62,42.14,0.21,241,4.58,74.53,3186.94,995,68.07,18.86,83.53,1179.36
89726,08-10-2021 11:35,16.7,339,Non premium,6.16,13.62,42.14,0.21,241,4.76,74.46,2997.04,945,68.34,18.57,82.41,1085.31
89789,08-10-2021 12:38,19.1,334,Non premium,6.16,13.62,42.14,0.21,241,4.73,74.34,3070.93,945,60.74,19.63,83.05,1109.52
89846,08-10-2021 13:35,20.7,325,Non premium,6.16,13.62,42.14,0.21,241,4.8,74.92,2990.78,925,69.02,19.91,81.53,1116.48
89908,08-10-2021 14:37,20.4,329,Non premium,6.16,13.62,42.14,0.21,241,4.54,70.82,3184.94,896,70.68,18.4,83.15,1163.68
89966,08-10-2021 15:35,20.2,332,Non premium,6.16,13.62,42.14,0.21,241,4.74,74.08,2852.64,925,70.77,19.63,81.83,1090.25
90025,08-10-2021 16:34,20.8,334,Non premium,6.16,13.62,42.14,0.21,241,4.83,73.75,2829.07,924,69.23,19.11,83.66,1089.29
90506,09-10-2021 00:35,13.8,344,Premium,7.52,12.89,42.14,0.21,259,4.43,67.16,2974.15,1034,72.55,24.44,67.6,1238.18
90569,09-10-2021 01:38,13.5,350,Premium,7.52,12.89,42.14,0.21,259,4.3,66.75,2834.34,1035,61.26,23.88,67.73,1196.98
90626,09-10-2021 02:35,13.1,353,Premium,7.52,12.89,42.14,0.21,259,4.18,66.94,2963.64,1035,70.89,23.88,68.07,1185.34
90682,09-10-2021 03:31,12.5,350,Premium,7.52,12.89,42.14,0.21,259,4.21,67.75,3061,1035,71.62,24.8,67.59,1168.71
90739,09-10-2021 04:28,11.4,355,Premium,7.52,12.89,42.14,0.21,259,4.39,67.78,3004.33,1035,68.59,24.14,70.45,1175.54
90806,09-10-2021 05:35,10.5,353,Premium,7.52,12.89,42.14,0.21,259,4.48,67.71,3041.69,1034,67.15,23.01,70.72,1182.27
90869,09-10-2021 06:38,13,350,Premium,7.52,12.89,42.14,0.21,259,4.33,67.54,2827.71,1035,70.75,17.92,75.25,1199.26
90927,09-10-2021 07:36,12,341,Premium,7.52,12.89,42.14,0.21,259,4.28,66.51,2827.07,1035,59.2,18.98,78.64,1180.01
90981,09-10-2021 08:30,11.9,337,Premium,7.52,12.89,42.14,0.21,259,4.35,66.53,2750.65,1035,64.91,17.53,82.32,1193.1
91046,09-10-2021 09:35,11.8,339,Premium,7.52,12.89,42.14,0.21,259,4.36,65.82,2965.17,1034,71.35,19.31,78.53,1159.88
91109,09-10-2021 10:38,11.7,341,Premium,7.52,12.89,42.14,0.21,259,4.26,63.14,2931.27,1044,61.9,18.66,81.75,1186.54
91166,09-10-2021 11:35,12.9,325,Premium,7.52,12.89,42.14,0.21,259,4.34,64.04,2944.27,1044,67.32,18.84,79.88,1180.67
91221,09-10-2021 12:30,13.6,329,Premium,7.52,12.89,42.14,0.21,259,4.32,63.4,2925.67,1044,61.96,18.76,80.28,1177.04
91341,09-10-2021 14:30,14.7,334,Non premium,7.52,12.89,42.14,0.21,259,4.81,70.62,3140.46,994,60.22,18.69,80.02,1199.36
92241,10-10-2021 05:30,14.6,334,Premium,6.27,13.56,42.14,0.21,236,4.31,66.14,3297.39,1065,68.17,23.75,76.43,1232.04
92302,10-10-2021 06:31,13,344,Premium,6.27,13.56,42.14,0.21,236,4.45,66.17,3175.56,1034,65.87,19.16,82.07,1231.86
92369,10-10-2021 07:38,12.3,353,Premium,6.27,13.56,42.14,0.21,236,4.39,66.33,3028.5,1065,60.22,18.05,81.77,1168.2
92426,10-10-2021 08:35,14.9,346,Premium,6.27,13.56,42.14,0.21,236,4.47,65.68,3042.72,1065,69.65,18.16,82.23,1167.98
92481,10-10-2021 09:30,12.1,341,Premium,6.27,13.56,42.14,0.21,236,4.35,66.19,2973.98,1065,62.32,18.92,79.81,1156.12
92546,10-10-2021 10:35,12.4,337,Premium,6.27,13.56,42.14,0.21,236,4.27,66.26,2847.41,1044,65.06,19.52,78.49,1112.03
92608,10-10-2021 11:37,14,346,Premium,6.27,13.56,42.14,0.21,236,4.4,65.63,2865.47,1044,63,19.07,78.88,1109.34
92662,10-10-2021 12:31,13.8,344,Premium,6.27,13.56,42.14,0.21,236,4.42,65.41,2958.94,1065,62.63,18.62,79.42,1091.55
92721,10-10-2021 13:30,15.2,341,Premium,6.27,13.56,42.14,0.21,236,4.4,64.65,2995.66,1065,61.13,20.28,76.95,1107.83
92786,10-10-2021 14:35,15.9,337,Premium,6.27,13.56,42.14,0.21,236,4.31,63.7,3142.9,1056,68.84,18.16,78.76,1154.16
92851,10-10-2021 15:40,19.5,334,Premium,6.27,13.56,42.14,0.21,236,4.32,64.23,2822.97,1056,60.64,19.13,77.09,1164.11
92901,10-10-2021 16:30,13.4,350,Premium,6.27,13.56,42.14,0.21,236,4.28,61.58,3110.95,1056,73.28,20.13,78.34,1193.4
92961,10-10-2021 17:30,12.4,355,Premium,6.27,13.56,42.14,0.21,236,4.28,62.32,3024.59,1056,71.41,22,75.13,1191.13
93025,10-10-2021 18:34,11.6,366,Premium,6.27,13.56,42.14,0.21,236,4.28,63.41,3129.48,1056,77.86,23.02,75.04,1186.04
93076,10-10-2021 19:25,13.5,355,Premium,6.27,13.56,42.14,0.21,236,4.21,61.12,3082.65,1034,80.79,22.42,76.42,1201.01
93146,10-10-2021 20:35,14.2,150,Premium,6.27,13.56,42.14,0.21,236,4.15,59.86,3104.16,1016,69.77,26.04,71.45,1217.94
93207,10-10-2021 21:36,16.6,339,Premium,6.27,13.56,42.14,0.21,236,4.35,63.23,3000.61,1015,77.7,23.46,73.91,1208.84
93326,10-10-2021 23:35,20,341,Premium,6.27,13.56,42.14,0.21,236,4.31,63.25,3054.92,945,84.72,24.3,80.17,1208.23
93385,11-10-2021 00:34,15.6,341,Premium,6.89,13.22,42.14,0.21,241,4.3,61.58,3029.22,945,80.38,22.35,82.52,1200.34
93441,11-10-2021 01:30,19.1,353,Premium,6.89,13.22,42.14,0.21,241,4.57,63.53,3097.33,896,78.3,24.98,77.98,1202.71
93506,11-10-2021 02:35,20.2,334,Premium,6.89,13.22,42.14,0.21,241,4.28,64.06,3013.13,915,72.03,22.05,82.27,1215.23
93563,11-10-2021 03:32,15.8,344,Premium,6.89,13.22,42.14,0.21,241,4.41,63.21,2882.85,975,72.76,22.79,82.37,1199.04
93626,11-10-2021 04:35,17.4,348,Premium,6.89,13.22,42.14,0.21,241,4.59,64.87,2995.82,976,72.01,24.14,80.04,1183.4
93685,11-10-2021 05:34,16.1,344,Premium,6.89,13.22,42.14,0.21,241,4.29,63.32,3103.64,995,67.76,22.41,81.41,1175.12
93756,11-10-2021 06:45,15.4,344,Premium,6.89,13.22,42.14,0.21,241,4.28,61.73,3066.81,995,69.96,26.01,67.23,1178.36
93805,11-10-2021 07:34,19.8,315,Non premium,6.89,13.22,42.14,0.21,241,4.62,66.46,3124.09,954,63.83,21.79,72.21,1193.55
93869,11-10-2021 08:38,16.9,317,Non premium,6.89,13.22,42.14,0.21,241,4.37,65.01,3176.17,915,71.14,27,64.77,1261.52
93926,11-10-2021 09:35,17,322,Non premium,6.89,13.22,42.14,0.21,241,4.64,68.43,3078.2,945,66.59,23.06,70.72,1135.82
93981,11-10-2021 10:30,18.1,320,Non premium,6.89,13.22,42.14,0.21,241,4.76,68.44,3171.38,945,68.27,21.49,73.23,1202.38
94103,11-10-2021 12:32,17.9,325,Non premium,6.89,13.22,42.14,0.21,241,4.68,70.34,3042.38,945,66.66,23.86,70.31,1185.81
94166,11-10-2021 13:35,20.2,317,Non premium,6.89,13.22,42.14,0.21,241,4.77,68.67,3025.08,945,73.75,22.92,71.68,1131.31
94224,11-10-2021 14:33,18.8,322,Non premium,6.89,13.22,42.14,0.21,241,4.89,71.95,3143.91,945,67.63,25.69,69.2,1146.25
94286,11-10-2021 15:35,19.3,327,Non premium,6.89,13.22,42.14,0.21,241,4.56,73.1,3172.26,945,73.82,25.85,70.29,1154.43
94826,12-10-2021 00:35,12.7,329,Premium,6.26,13.71,42.14,0.21,238,4.43,66.75,2996.1,1005,62.28,25.22,70.27,1207.89
94889,12-10-2021 01:38,15.7,302,Premium,6.26,13.71,42.14,0.21,238,3.97,62.18,2927.71,975,66.59,26.35,71.22,1211.2
94948,12-10-2021 02:37,13.7,325,Premium,6.26,13.71,42.14,0.21,238,4.27,67.31,3016.09,1035,65.16,26.35,70.8,1159.65
95007,12-10-2021 03:36,9.5,332,Premium,6.26,13.71,42.14,0.21,238,4.37,67.51,3016.85,1055,65.22,25.66,79.23,1181.02
95063,12-10-2021 04:32,11.1,327,Premium,6.26,13.71,42.14,0.21,238,4.38,67.07,3145.33,1034,64.48,24.8,77.37,1185.89
95121,12-10-2021 05:30,11.6,325,Premium,6.26,13.71,42.14,0.21,238,4.24,64.42,3007.99,1055,61.11,23.2,79.27,1209.5
95189,12-10-2021 06:38,10.7,334,Premium,6.26,13.71,42.14,0.21,238,4.02,62.74,2933.12,1095,58.1,25.81,77.38,1166.73
95246,12-10-2021 07:35,11.4,329,Premium,6.26,13.71,42.14,0.21,238,4.07,59.59,3003.35,1105,69.98,24.28,74.9,1186.91
95310,12-10-2021 08:39,10.2,337,Premium,6.26,13.71,42.14,0.21,238,4.11,62.63,3109.89,1095,75.5,25.7,74.88,1197.85
95361,12-10-2021 09:30,11.5,332,Premium,6.26,13.71,42.14,0.21,238,4.18,63.11,2944.99,1095,64.08,22.5,77.32,1188.32
95431,12-10-2021 10:40,10.1,337,Premium,6.26,13.71,42.14,0.21,238,4.56,68.54,3164.54,994,63.79,21.51,76.64,1213.46
95486,12-10-2021 11:35,15.6,325,Non premium,6.26,13.71,42.14,0.21,238,4.68,71.02,3036.05,965,71.99,22.99,76.83,1201.03
95541,12-10-2021 12:30,17.5,332,Non premium,6.26,13.71,42.14,0.21,238,4.78,70.41,3128.6,964,66.43,23.67,75.89,1207.09
95609,12-10-2021 13:38,16.2,325,Non premium,6.26,13.71,42.14,0.21,238,4.57,69.03,2991.85,965,80.6,22.95,74.63,1232.95
95667,12-10-2021 14:36,16,327,Non premium,6.26,13.71,42.14,0.21,238,4.76,70.82,3128.67,945,83.32,23.47,75.51,1222.52
95726,12-10-2021 15:35,16.1,327,Non premium,6.26,13.71,42.14,0.21,238,4.77,73.69,3135,954,71.45,24.31,77.4,1181.95
95783,12-10-2021 16:32,15.6,337,Non premium,6.26,13.71,42.14,0.21,238,4.75,73.66,3123.26,955,75.79,24.45,76.25,1187.78
95843,12-10-2021 17:32,16.2,339,Non premium,6.26,13.71,42.14,0.21,238,4.37,68.17,2920.49,955,66.76,24.95,75.46,1117.4
95901,12-10-2021 18:30,15.7,344,Non premium,6.26,13.71,42.14,0.21,238,4.6,69.34,3004.51,955,65.39,24.47,75.64,1100.12
95966,12-10-2021 19:35,16,341,Non premium,6.26,13.71,42.14,0.21,238,4.72,70.21,3216.67,945,65.72,24.06,74.97,1118.84
96029,12-10-2021 20:38,16.2,342,Non premium,6.26,13.71,42.14,0.21,238,4.47,70.97,3042.8,924,65.66,25.35,72.45,1111.94
