S.No,DateTime,Residue,Blaine,cem_type,C3A,C4AF,G-SO3,G-Moisture,FA-Blaine,Gypsum Weigh Feeder_TPH,Fly Ash SFF_TPH,Drive Power_MILL_KW,Separator_speed_RPM,Position_Master Roller1_mm,Counter Pressure_HLSM_mm,Hydraulic_pressure,Fan Power_Kw
131809,06-11-2021 21:38,20.5,340,Non premium,7.06,13.03,43.31,0.11,229,5.31,77.82,2968.78,865,57.5,22.38,81.01,1250.45
131926,06-11-2021 23:35,12.8,332,Premium,7.06,13.03,43.31,0.11,229,4.66,64.29,2943.62,1014,44.44,23.84,79.49,1299.92
131989,07-11-2021 00:38,12.9,334,Premium,6.95,13.03,43.31,0.11,241,4.72,60.54,3117.39,1014,64.3,22.99,81.37,1296.35
132046,07-11-2021 01:35,14.2,338,Premium,6.95,13.03,43.31,0.11,241,4.79,60.45,3166.26,1014,57.6,22.69,81.64,1294.13
132101,07-11-2021 02:30,17.2,339,Premium,6.95,13.03,43.31,0.11,241,4.56,59.27,2864.97,965,55.26,22.86,81.04,1326.37
132164,07-11-2021 03:33,15.5,329,Premium,6.95,13.03,43.31,0.11,241,4.79,60.62,3309.85,995,50.95,23.1,80.77,1318.89
132229,07-11-2021 04:38,17.7,322,Premium,6.95,13.03,43.31,0.11,241,4.62,59.91,3066.37,974,59.23,24.08,80.8,1324.08
132286,07-11-2021 05:35,19.7,332,Premium,6.95,13.03,43.31,0.11,241,4.83,59.52,3072.9,975,61.29,24.7,79.69,1300.85
132349,07-11-2021 06:38,17.1,329,Premium,6.95,13.03,43.31,0.11,241,4.61,59.26,3079.16,1005,55.8,23.99,79.36,1320.32
132407,07-11-2021 07:36,16,337,Premium,6.95,13.03,43.31,0.11,241,4.56,58.74,3164.75,1005,52.98,23.36,80.73,1305.79
132466,07-11-2021 08:35,18.2,329,Non premium,6.95,13.03,43.31,0.11,241,5.2,62.49,3134.82,955,51.98,24.31,78.39,1313.38
132525,07-11-2021 09:34,15,337,Premium,6.95,13.03,43.31,0.11,241,4.54,60.76,3141.23,1014,53.84,23.53,79.73,1289.56
132583,07-11-2021 10:32,15.6,346,Premium,6.95,13.03,43.31,0.11,241,4.67,61.28,3210.7,1014,62.35,22.4,81.78,1269.91
132641,07-11-2021 11:30,17.8,329,Premium,6.95,13.03,43.31,0.11,241,4.84,61.82,3319.81,955,61.6,24.91,71.06,1263.22
132706,07-11-2021 12:35,17.9,334,Premium,6.95,13.03,43.31,0.11,241,4.53,60.96,3025.78,995,58.9,25.63,76.47,1288.54
132881,07-11-2021 15:30,12.2,344,Premium,6.95,13.03,43.31,0.11,241,4.49,61.66,3197.78,995,58.82,23.98,78.62,1260.68
132948,07-11-2021 16:37,12.9,341,Premium,6.95,13.03,43.31,0.11,241,4.7,64.27,3159.49,1034,63.73,22.73,81.72,1258.14
133909,08-11-2021 08:38,13.7,344,Premium,6.6,13.1,42.84,0.13,255,4.47,62.23,3028.86,1044,61.01,20.28,81.71,1352.28
133966,08-11-2021 09:35,14,341,Premium,6.6,13.1,42.84,0.13,255,4.72,63.81,3149.4,1014,51.29,18.79,83.57,1340.01
134028,08-11-2021 10:37,22.6,325,Non premium,6.6,13.1,42.84,0.13,255,5.14,70.81,3101.81,915,57.14,18.84,83.21,1331.85
134086,08-11-2021 11:35,20.4,332,Non premium,6.6,13.1,42.84,0.13,255,5.18,70.98,3118.13,915,44.97,19.45,81.73,1323.82
134206,08-11-2021 13:35,21.7,310,Non premium,6.6,13.1,42.84,0.13,255,5.21,66.26,3096.65,915,48.98,19.73,81.03,1309.76
134263,08-11-2021 14:32,19,322,Non premium,6.6,13.1,42.84,0.13,255,5.04,66.42,3055.75,915,60.13,20.1,81.9,1309.19
134326,08-11-2021 15:35,15.6,317,Non premium,6.6,13.1,42.84,0.13,255,4.83,65.31,3155.01,945,48.52,20.07,81.15,1304.34
134389,08-11-2021 16:38,20.5,320,Non premium,6.6,13.1,42.84,0.13,255,4.91,63.17,2951.72,924,62.9,21.6,79.27,1312.59
134443,08-11-2021 17:32,19.8,319,Non premium,6.6,13.1,42.84,0.13,255,4.79,60.92,3101.56,945,52.46,26.73,73,1293.9
134506,08-11-2021 18:35,20.8,320,Non premium,6.6,13.1,42.84,0.13,255,5.06,61.87,3164.97,945,58.06,24.21,78.25,1299.41
134569,08-11-2021 19:38,18.7,315,Non premium,6.6,13.1,42.84,0.13,255,4.78,62.35,3098.51,960,50.36,23.77,76.63,1326.84
134623,08-11-2021 20:32,19.5,327,Non premium,6.6,13.1,42.84,0.13,255,4.69,59.56,3193.88,960,59.61,23.4,79.08,1325.93
134687,08-11-2021 21:36,19.2,329,Non premium,6.6,13.1,42.84,0.13,255,4.84,63.92,3059.44,960,46.29,24.89,75.52,1326.3
134743,08-11-2021 22:32,18.6,332,Non premium,6.6,13.1,42.84,0.13,255,4.82,68.73,3105.38,945,56.06,22.65,82.42,1309.54
134806,08-11-2021 23:35,17.6,334,Non premium,6.6,13.1,42.84,0.13,255,5.13,69.61,3119.99,935,55.64,23.42,80.63,1302.41
134869,09-11-2021 00:38,13.6,346,Premium,6.59,12.98,42.84,0.13,249,4.55,62.34,3219.5,1014,42.42,21.51,83.61,1279.93
134924,09-11-2021 01:33,15.8,337,Premium,6.59,12.98,42.84,0.13,249,4.72,61.93,3217.48,985,57.73,21.23,82.8,1272.55
134986,09-11-2021 02:35,15.9,332,Premium,6.59,12.98,42.84,0.13,249,4.71,63.28,3172.1,975,54.7,22.38,81.72,1248.13
135044,09-11-2021 03:33,14.7,334,Premium,6.59,12.98,42.84,0.13,249,4.78,62.35,3132.05,974,37.63,21.66,83.92,1249.74
135106,09-11-2021 04:35,15.2,332,Premium,6.59,12.98,42.84,0.13,249,4.7,62.83,3196.46,994,49.42,22.58,81.08,1266.27
135163,09-11-2021 05:32,15,334,Premium,6.59,12.98,42.84,0.13,249,4.69,63.2,3206.01,995,57.54,22.46,81.5,1277.31
135228,09-11-2021 06:37,11.3,341,Premium,6.59,12.98,42.84,0.13,249,4.29,55.72,3077.11,1026,53.73,23.27,81.33,1293.79
135286,09-11-2021 07:35,12.5,332,Premium,6.59,12.98,42.84,0.13,249,4.23,53.99,2968.69,1025,49.07,25.6,77.67,1298.49
135349,09-11-2021 08:38,16.2,322,Premium,6.59,12.98,42.84,0.13,249,4.68,59.03,3111.68,974,58.75,23.72,77.78,1308.81
135403,09-11-2021 09:32,20,310,Non premium,6.59,12.98,42.84,0.13,249,4.95,62.35,3036.25,946,50.78,23.34,80.89,1316.5
135466,09-11-2021 10:35,15.7,327,Premium,6.59,12.98,42.84,0.13,249,4.88,55.27,3240.31,995,53.77,22.98,79.45,1295.01
136664,10-11-2021 06:33,8.3,348,Premium,7.41,13.41,42.84,0.13,268,4.33,45.47,3084.35,1094,36.49,23.42,76.91,1287.24
136728,10-11-2021 07:37,11.2,361,Premium,7.41,13.41,42.84,0.13,268,4.47,49.39,3057.71,1104,40.51,24.85,73.67,1296.85
136786,10-11-2021 08:35,9.7,355,Premium,7.41,13.41,42.84,0.13,268,4.4,50.15,3213.14,1093,43.19,23.36,74.82,1286.61
136849,10-11-2021 09:38,10.7,339,Premium,7.41,13.41,42.84,0.13,268,3.76,51.97,3054.71,1074,33.94,24.98,71.31,1284.08
136903,10-11-2021 10:32,11,341,Premium,7.41,13.41,42.84,0.13,268,3.1,50.73,3192.54,1075,41.12,23.84,71.6,1262.87
136968,10-11-2021 11:37,15.3,337,Premium,7.41,13.41,42.84,0.13,268,3.16,49.82,2931.21,1054,39.19,24.85,70.55,1286.38
137026,10-11-2021 12:35,13.2,317,Premium,7.41,13.41,42.84,0.13,268,3.16,48.64,3246.48,1025,62.48,23.67,70.45,1273.35
137146,10-11-2021 14:35,8.3,339,Premium,7.41,13.41,42.84,0.13,268,3.19,49.44,3097.27,1143,35.72,25.42,73.89,1277.89
137208,10-11-2021 15:37,9.5,344,Premium,7.41,13.41,42.84,0.13,268,3.26,50.05,2967.29,1143,33.4,23.59,76.29,1262.31
137263,10-11-2021 16:32,8.2,353,Premium,7.41,13.41,42.84,0.13,268,3.1,50.5,3254.9,1114,35.72,23.09,75.88,1268.45
137326,10-11-2021 17:35,10.9,350,Premium,7.41,13.41,42.84,0.13,268,3.01,49.91,3019.95,1124,34.17,24.35,74.96,1312.22
137381,10-11-2021 18:30,10.2,348,Premium,7.41,13.41,42.84,0.13,268,3.28,50.99,2997.67,1124,34.21,24.78,75.57,1303.12
137503,10-11-2021 20:32,10.1,344,Premium,7.41,13.41,42.84,0.13,268,3.02,48.3,2886.02,1093,39.28,24.18,72.26,1332.99
137561,10-11-2021 21:30,13.6,340,Premium,7.41,13.41,42.84,0.13,268,3.2,50.21,2970.85,1044,42.39,24.44,75.28,1311.57
137688,10-11-2021 23:37,11.4,341,Premium,7.41,13.41,42.84,0.13,268,3.24,50.86,3079.66,1044,33.99,21.22,71.77,1274.11
137751,11-11-2021 00:40,11.2,348,Premium,7.49,13.13,42.84,0.13,285,3.27,51.32,3256.98,1035,44.59,21.33,77.61,1303.2
137811,11-11-2021 01:40,13.1,332,Premium,7.49,13.13,42.84,0.13,285,3.47,55.34,3025.1,995,39.84,23.01,69.85,1283.85
137924,11-11-2021 03:33,15.4,332,Non premium,7.49,13.13,42.84,0.13,285,3.68,56.95,3306.22,964,39.68,20.84,73.77,1225.74
137981,11-11-2021 04:30,13.5,337,Non premium,7.49,13.13,42.84,0.13,285,3.6,56.3,3177.21,924,36.68,21.15,73.46,1256.57
138049,11-11-2021 05:38,15.8,331,Non premium,7.49,13.13,42.84,0.13,285,3.49,57.25,3096.64,915,38.63,21.98,73.43,1252.05
138106,11-11-2021 06:35,15.6,325,Non premium,7.49,13.13,42.84,0.13,285,3.18,56.26,3044.28,895,38.67,21.42,68.71,1221.45
138226,11-11-2021 08:35,17.5,325,Non premium,7.49,13.13,42.84,0.13,285,2.99,51.27,3100.49,995,48.19,21.87,67.7,1330.62
138283,11-11-2021 09:32,9.9,339,Premium,7.49,13.13,42.84,0.13,285,2.82,49.96,3201.48,1044,47.44,22.24,68.88,1319.57
138346,11-11-2021 10:35,11.1,340,Premium,7.49,13.13,42.84,0.13,285,2.92,51.44,3040.99,1094,37.19,23.12,72.43,1282.75
138403,11-11-2021 11:32,9.9,338,Premium,7.49,13.13,42.84,0.13,285,2.95,52.38,3064.53,1074,49.91,23.04,73,1287.94
138524,11-11-2021 13:33,8.6,341,Premium,7.49,13.13,42.84,0.13,285,3.41,51.47,3306.5,1065,51.89,23.91,67.26,1225.01
140141,12-11-2021 16:30,8.4,334,Premium,7.45,13.27,42.84,0.13,251,2.78,48.49,3016.37,1115,49.8,23.14,76.42,1268.55
140449,12-11-2021 21:38,12.8,322,Premium,7.45,13.27,42.84,0.13,251,3.78,53.04,3146.4,1065,40.45,22.01,78.11,1265.61
140503,12-11-2021 22:32,12.1,317,Premium,7.45,13.27,42.84,0.13,251,3.58,50.44,2783.04,895,40.28,23.69,64.19,1355.5
140566,12-11-2021 23:35,14.3,332,Premium,7.45,13.27,42.84,0.13,251,3.48,49.18,3170.88,1044,59.05,23.53,65.59,1295.64
140626,13-11-2021 00:35,14.5,320,Premium,6.98,12.8,42.84,0.13,243,3.61,50.31,3082.7,1014,45.91,22.25,73.87,1317.3
140689,13-11-2021 01:38,14,325,Premium,6.98,12.8,42.84,0.13,243,3.6,50.79,3096.99,1025,47.6,22.8,74.12,1294.74
140746,13-11-2021 02:35,12.8,328,Premium,6.98,12.8,42.84,0.13,243,3.51,49.79,2994.7,1025,52.08,22.87,75.95,1292.87
140805,13-11-2021 03:34,13.7,332,Premium,6.98,12.8,42.84,0.13,243,3.63,50.22,2989.2,1025,56.14,22.46,76.58,1297.63
140866,13-11-2021 04:35,13.1,329,Premium,6.98,12.8,42.84,0.13,243,3.49,49.42,3076.57,1045,44.7,22.66,76.06,1293.85
140928,13-11-2021 05:37,12.7,327,Premium,6.98,12.8,42.84,0.13,243,3.51,50.14,3186.73,1075,43.55,20.96,78.79,1291.55
140984,13-11-2021 06:33,13.8,348,Non premium,6.98,12.8,42.84,0.13,243,3.78,52.17,3098.51,1014,40.81,21.4,77.56,1318.54
141048,13-11-2021 07:37,16.5,334,Non premium,6.98,12.8,42.84,0.13,243,3.96,52.84,2985.02,965,45.07,22.57,77.7,1325.6
141101,13-11-2021 08:30,18.8,327,Non premium,6.98,12.8,42.84,0.13,243,4.03,56.83,3089.7,925,39.78,21.83,77.25,1293.98
141165,13-11-2021 09:34,18.5,329,Non premium,6.98,12.8,42.84,0.13,243,3.94,56.17,3134.8,925,51.83,21.64,78.28,1291.87
141281,13-11-2021 11:30,20.3,327,Non premium,6.98,12.8,42.84,0.13,243,4.09,65.84,2974.41,895,43.31,23.09,78.51,1307.58
141344,13-11-2021 12:33,18.9,334,Non premium,6.98,12.8,42.84,0.13,243,3.96,65.36,3126.42,905,59.99,23.48,77.16,1267.66
141401,13-11-2021 13:30,21.6,337,Non premium,6.98,12.8,42.84,0.13,243,4.1,66.98,3070.51,906,59.49,23.49,77.15,1241.12
141463,13-11-2021 14:32,20.4,327,Non premium,6.98,12.8,42.84,0.13,243,4.1,66.23,2968.64,906,46.89,22.8,78.39,1232.39
141524,13-11-2021 15:33,21.8,332,Non premium,6.98,12.8,42.84,0.13,243,4.14,68.54,3075.41,886,48.48,20.94,79.23,1237.91
141581,13-11-2021 16:30,20.5,322,Non premium,6.98,12.8,42.84,0.13,243,4.3,70.09,3035.83,896,59.95,22.11,79.93,1219.51
141583,13-11-2021 16:32,22.7,329,Non premium,6.98,12.8,42.84,0.13,243,4.12,69.74,2937.78,896,46.27,22.23,79.69,1222.1
141641,13-11-2021 17:30,20.5,322,Non premium,6.98,12.8,42.84,0.13,243,4.82,71.63,3037.47,915,43.31,21.71,79.34,1204.39
141705,13-11-2021 18:34,13.2,357,Premium,6.98,12.8,42.84,0.13,243,4.42,66.03,3085.16,1053,39.13,21.75,77.68,1202.25
141761,13-11-2021 19:30,12.3,337,Premium,6.98,12.8,42.84,0.13,243,4.57,66.37,3113.89,1014,46.04,22.85,77.75,1230.28
141818,13-11-2021 20:27,14.4,339,Premium,6.98,12.8,42.84,0.13,243,4.55,66.33,3186.98,1014,51.22,22.07,78.85,1222.93
141889,13-11-2021 21:38,13.7,344,Premium,6.98,12.8,42.84,0.13,243,4.49,67.49,3155.48,1014,54.19,21.73,79.69,1242.97
141946,13-11-2021 22:35,15.3,334,Premium,6.98,12.8,42.84,0.13,243,4.6,66.01,3007.07,1014,50.87,22.42,78.8,1254.62
142009,13-11-2021 23:38,15.4,342,Premium,6.98,12.8,42.84,0.13,243,4.38,63.37,3287.57,1014,52.46,22.87,79.24,1243.07
142069,14-11-2021 00:38,12.3,339,Premium,6.3,13.16,42.84,0.13,267,4.41,64.58,2955.2,1014,54.55,21.81,79.11,1266.82
142121,14-11-2021 01:30,11.7,332,Premium,6.3,13.16,42.84,0.13,267,4.44,63.56,3052.22,1014,54.67,21.89,78.99,1256.36
142186,14-11-2021 02:35,13.2,329,Premium,6.3,13.16,42.84,0.13,267,4.36,61.57,2920.45,1014,38.65,21.39,80.11,1281.8
142248,14-11-2021 03:37,11.5,337,Premium,6.3,13.16,42.84,0.13,267,4.27,60.82,3233.37,1015,53.06,22.13,78.82,1249.21
142361,14-11-2021 05:30,15.6,310,Premium,6.3,13.16,42.84,0.13,267,4.31,60.38,3061.47,1035,53.67,23.12,70.1,1325.26
142428,14-11-2021 06:37,15.6,329,Premium,6.3,13.16,42.84,0.13,267,4.21,59.36,3092.38,1035,56.28,21.98,75.92,1300.08
142481,14-11-2021 07:30,12.7,332,Premium,6.3,13.16,42.84,0.13,267,4.01,57.17,2989.22,1065,42.79,21.81,79.71,1283.46
143081,14-11-2021 17:30,14.4,344,Premium,6.3,13.16,42.84,0.13,267,4.35,51.99,2859.04,1044,43.99,20.91,79.52,1273.6
143141,14-11-2021 18:30,14.8,350,Premium,6.3,13.16,42.84,0.13,267,4.1,52.05,3056.09,1044,39.51,21.16,79.73,1271.16
143203,14-11-2021 19:32,13.5,352,Premium,6.3,13.16,42.84,0.13,267,4.37,54.94,3174.61,1044,38.13,19.68,80.58,1259.85
143261,14-11-2021 20:30,14.2,344,Premium,6.3,13.16,42.84,0.13,267,4.23,55.01,3165.69,1044,41.33,20.27,79.67,1270.25
143326,14-11-2021 21:35,12.1,346,Premium,6.3,13.16,42.84,0.13,267,4.25,52.52,3057.78,1025,44.74,22.48,77.88,1276.7
143384,14-11-2021 22:33,11.7,352,Premium,6.3,13.16,42.84,0.13,267,4.52,53.11,3123.62,1025,43.59,20.94,80.1,1272.2
143501,15-11-2021 00:30,12.4,358,Premium,7.23,12.83,42.84,0.13,253,4.45,54.67,3185.61,1014,59.15,20.84,78.76,1260.57
143568,15-11-2021 01:37,13.5,350,Premium,7.23,12.83,42.84,0.13,253,4.31,62.3,3098.69,1014,43.36,22.74,75.7,1271.86
143625,15-11-2021 02:34,13.8,348,Premium,7.23,12.83,42.84,0.13,253,4.32,62.84,2810.23,1014,37.48,21.91,77.16,1302.87
143686,15-11-2021 03:35,11.4,353,Premium,7.23,12.83,42.84,0.13,253,4.31,67.01,3079.34,1014,44.78,21.81,76.61,1289.84
143749,15-11-2021 04:38,12,350,Premium,7.23,12.83,42.84,0.13,253,4.37,67.95,3104.41,1014,39.3,21.36,77.35,1286.54
143801,15-11-2021 05:30,14.8,353,Premium,7.23,12.83,42.84,0.13,253,4.33,63.53,3086.34,1014,40.11,21.01,78.06,1296.19
143868,15-11-2021 06:37,13.9,357,Premium,7.23,12.83,42.84,0.13,253,4.35,64.52,2949.91,995,47.39,21.88,78.17,1301.64
143926,15-11-2021 07:35,11.7,347,Premium,7.23,12.83,42.84,0.13,253,4.47,65.43,2973.25,994,40.68,21.55,77.36,1278.5
143986,15-11-2021 08:35,14.6,355,Premium,7.23,12.83,42.84,0.13,253,4.47,65.98,3114.19,994,47.52,21.82,77.06,1257.32
144049,15-11-2021 09:38,17.2,355,Premium,7.23,12.83,42.84,0.13,253,4.37,65.62,3218.71,995,47.88,21.48,79.24,1252.28
144103,15-11-2021 10:32,13.4,350,Premium,7.23,12.83,42.84,0.13,253,4.44,66.21,3029.58,995,57.65,20.89,82.15,1257.64
144161,15-11-2021 11:30,12.2,355,Premium,7.23,12.83,42.84,0.13,253,4.28,66.71,3030.2,995,39.55,22.35,75.94,1247.54
144226,15-11-2021 12:35,13.2,346,Premium,7.23,12.83,42.84,0.13,253,4.33,65.85,3057.21,985,53.34,23.31,75.68,1251.34
144289,15-11-2021 13:38,17.1,337,Premium,7.23,12.83,42.84,0.13,253,4.7,68.41,3038.44,934,38.21,22,75.19,1181.01
144344,15-11-2021 14:33,18.8,337,Premium,7.23,12.83,42.84,0.13,253,4.37,67.62,3009.08,934,61.81,23.92,73.59,1185.56
144406,15-11-2021 15:35,19.9,331,Premium,7.23,12.83,42.84,0.13,253,4.4,67.85,3096.98,935,67.94,22.8,76.67,1181.93
144469,15-11-2021 16:38,18.3,320,Premium,7.23,12.83,42.84,0.13,253,4.44,68.28,3030.33,934,61.98,22.92,74.03,1186.06
144947,16-11-2021 00:36,14.7,337,Non premium,6.43,13.22,42.84,0.13,268,4.53,72.08,3239.23,974,48.8,24.57,69.2,1301.53
145006,16-11-2021 01:35,18.4,344,Non premium,6.43,13.22,42.84,0.13,268,4.66,71.77,3098.9,954,50.28,25.52,71.71,1308.33
145067,16-11-2021 02:36,18.6,337,Non premium,6.43,13.22,42.84,0.13,268,4.65,69.57,3111.12,934,41.35,23.99,74.27,1312.91
145104,16-11-2021 03:13,18.9,325,Non premium,6.43,13.22,42.84,0.13,268,4.71,69.53,3235.23,934,54.65,23.11,74.87,1307.11
145188,16-11-2021 04:37,17.3,327,Non premium,6.43,13.22,42.84,0.13,268,4.83,70.95,3070.21,934,60.78,23.01,75.25,1291.62
145246,16-11-2021 05:35,18.5,332,Non premium,6.43,13.22,42.84,0.13,268,4.55,69.91,3079.15,934,63.73,24.17,74.75,1289.02
145316,16-11-2021 06:45,13.7,339,Premium,6.43,13.22,42.84,0.13,268,4.29,63.68,2891.81,994,55.49,25.58,72.92,1281.26
145365,16-11-2021 07:34,11.4,341,Premium,6.43,13.22,42.84,0.13,268,4.51,63.28,3060.52,1014,53.04,23.28,74.93,1268.22
145429,16-11-2021 08:38,13.7,332,Premium,6.43,13.22,42.84,0.13,268,3.94,54.56,2998.43,1065,43.34,23.02,76.27,1222.04
145486,16-11-2021 09:35,8.2,359,Premium,6.43,13.22,42.84,0.13,268,3.91,48,3087.52,1144,43.92,23.49,77.32,1201.06
145726,16-11-2021 13:35,13.1,338,Premium,6.43,13.22,42.84,0.13,268,4.09,53.79,3048.79,1014,57.29,23.29,75.27,1275.61
145784,16-11-2021 14:33,12.5,334,Premium,6.43,13.22,42.84,0.13,268,4.29,56.11,3041.53,1025,55.34,23.64,74.73,1283.52
145846,16-11-2021 15:35,11.7,350,Premium,6.43,13.22,42.84,0.13,268,4.22,60.36,2999.8,1025,40.09,21.74,76.08,1296.2
145904,16-11-2021 16:33,12.7,344,Premium,6.43,13.22,42.84,0.13,268,4.34,59.01,2935.26,1044,37.56,22.81,75.99,1288.95
145966,16-11-2021 17:35,13,348,Premium,6.43,13.22,42.84,0.13,268,4.15,62.45,2969.03,1044,50.78,22.41,76.33,1301.45
146981,17-11-2021 10:30,25.4,332,Non premium,6.64,12.98,42.84,0.13,262,4.84,70.57,3114.18,934,37.17,20.51,81.19,1378.92
147046,17-11-2021 11:35,22.7,334,Non premium,6.64,12.98,42.84,0.13,262,4.92,70.34,3163.63,915,48.96,20.89,83.58,1337.75
147109,17-11-2021 12:38,23.7,317,Non premium,6.64,12.98,42.84,0.13,262,4.63,66.49,3206.37,894,63.71,23.72,73.83,1343.61
147161,17-11-2021 13:30,21.9,320,Non premium,6.64,12.98,42.84,0.13,262,4.72,69.42,2954.16,895,45.53,20.01,81.64,1360.42
147226,17-11-2021 14:35,20.8,315,Non premium,6.64,12.98,42.84,0.13,262,4.99,70.97,3075.51,894,46.91,20.87,83.53,1330.28
147289,17-11-2021 15:38,23.6,320,Non premium,6.64,12.98,42.84,0.13,262,5.2,71.2,3087.14,895,45.53,19.73,84.01,1328.76
147346,17-11-2021 16:35,19.6,322,Non premium,6.64,12.98,42.84,0.13,262,4.79,70.29,3078.04,875,48.08,21.24,83.46,1327.66
147403,17-11-2021 17:32,21,310,Non premium,6.64,12.98,42.84,0.13,262,5.14,71.13,3140.03,895,42.75,20.81,84.42,1314.47
147461,17-11-2021 18:30,18.8,310,Non premium,6.64,12.98,42.84,0.13,262,4.82,60.26,3178.68,876,57.25,23.84,76.75,1327.08
147526,17-11-2021 19:35,12.6,337,Premium,6.64,12.98,42.84,0.13,262,4.41,57.95,3208,1014,37.4,21.3,82.25,1280.89
147708,17-11-2021 22:37,13,329,Premium,6.64,12.98,42.84,0.13,262,4.41,58.54,3114.13,1024,45.89,20.48,80.33,1328.51
147766,17-11-2021 23:35,14.7,332,Premium,6.64,12.98,42.84,0.13,262,4.21,55.85,3253.83,1014,55.66,21.94,80.4,1314.8
147828,18-11-2021 00:37,15.8,344,Premium,6.83,13.03,42.84,0.13,263,4.15,54.53,2968.13,995,42.75,21.94,82.7,1332.4
147881,18-11-2021 01:30,12.8,339,Premium,6.83,13.03,42.84,0.13,263,4.43,58.21,3107.64,1014,41.01,21.3,83.86,1318.97
147944,18-11-2021 02:33,13.2,341,Premium,6.83,13.03,42.84,0.13,263,4.56,61.09,3174.81,1013,41.56,20.02,85.89,1308.97
148006,18-11-2021 03:35,12.5,334,Premium,6.83,13.03,42.84,0.13,263,4.52,59.11,3234.27,1004,54.99,20.73,84.56,1309.1
148066,18-11-2021 04:35,12,337,Premium,6.83,13.03,42.84,0.13,263,4.41,57.18,3288.32,995,50.89,18.88,86.67,1317.95
148125,18-11-2021 05:34,16,327,Premium,6.83,13.03,42.84,0.13,263,4.44,59.59,3248.87,994,56.81,20.4,84.79,1321.59
148191,18-11-2021 06:40,16.3,322,Premium,6.83,13.03,42.84,0.13,263,4.34,57.61,3067.93,974,45.24,22.26,82.66,1338.42
148245,18-11-2021 07:34,18.1,320,Premium,6.83,13.03,42.84,0.13,263,4.45,58.28,3026.21,946,52.6,21.75,83.83,1353.14
148309,18-11-2021 08:38,17.9,325,Premium,6.83,13.03,42.84,0.13,263,4.42,57.94,3133.59,945,56.93,22.05,83.82,1314.03
148367,18-11-2021 09:36,15.9,341,Premium,6.83,13.03,42.84,0.13,263,4.58,61.1,2833.88,974,56.75,20.88,84.43,1311.69
148421,18-11-2021 10:30,17.1,348,Premium,6.83,13.03,42.84,0.13,263,4.55,64.8,3106.98,974,59.47,18.78,84.24,1295.78
148486,18-11-2021 11:35,22.2,325,Non premium,6.83,13.03,42.84,0.13,263,4.74,67.93,2002.39,915,69.05,15.85,90.82,1332.95
148543,18-11-2021 12:32,21.8,327,Non premium,6.83,13.03,42.84,0.13,263,4.88,69.67,3049.66,875,57.06,19.38,83.74,1314.73
148606,18-11-2021 13:35,19,337,Non premium,6.83,13.03,42.84,0.13,263,5,73.04,3220.92,915,68.36,20.99,84.46,1308.01
148664,18-11-2021 14:33,24.1,325,Non premium,6.83,13.03,42.84,0.13,,,67.44,3280.24,915,65.72,25.04,77.09,1289.67
148783,18-11-2021 16:32,18.4,337,Non premium,6.83,13.03,42.84,0.13,263,4.44,56.57,3007.36,894,60.74,,76.69,1338.55
148910,18-11-2021 18:39,19.5,339,Non premium,6.83,13.03,42.84,0.13,263,4.62,57.82,2985.32,915,36.27,21.89,78.77,1360.55
149267,19-11-2021 00:36,15.2,320,Non premium,6.86,13.17,42.84,0.13,271,4.52,56.62,3217.88,945,61.26,24.46,66.23,1258.44
149325,19-11-2021 01:34,18.4,325,Non premium,6.86,13.17,42.84,0.13,271,4.5,68.53,3048.7,894,60.24,25.27,75.2,1320.21
149386,19-11-2021 02:35,20.5,322,Non premium,6.86,13.17,42.84,0.13,271,4.8,70.96,3034.33,894,45.2,24.11,76.11,1339.82
149446,19-11-2021 03:35,22.1,337,Non premium,6.86,13.17,42.84,0.13,271,5.14,72.95,3044.35,895,49.88,25.13,75.14,1325.44
149506,19-11-2021 04:35,18.7,339,Non premium,6.86,13.17,42.84,0.13,271,4.88,74.1,2968.11,875,38.78,25.06,73.87,1324.76
149567,19-11-2021 05:36,19.3,322,Non premium,6.86,13.17,42.84,0.13,271,4.51,63.05,2960.29,875,55.37,23.7,73.5,1323.15
149631,19-11-2021 06:40,19.1,312,Non premium,6.86,13.17,42.84,0.13,271,4.67,61.9,3151.63,855,72.35,22.88,74.41,1311.04
149687,19-11-2021 07:36,19.9,314,Non premium,6.86,13.17,42.84,0.13,271,4.66,62.71,3164.42,835,71.95,25.28,72.65,1309.15
149750,19-11-2021 08:39,13.2,334,Premium,6.86,13.17,42.84,0.13,271,4.31,61.34,3215.64,1004,47.04,19.74,79.9,1323.23
149806,19-11-2021 09:35,13.7,344,Premium,6.86,13.17,42.84,0.13,271,4.34,60.97,3224.13,1005,61.39,22.17,81.9,1315.26
149926,19-11-2021 11:35,15.9,337,Premium,6.86,13.17,42.84,0.13,271,4.42,62.99,3255.72,974,46.81,20.8,85.47,1281.73
149985,19-11-2021 12:34,13,332,Premium,6.86,13.17,42.84,0.13,271,4.35,61.83,3198.46,1005,39.11,20.21,86.42,1291.22
150046,19-11-2021 13:35,12.2,334,Premium,6.86,13.17,42.84,0.13,271,4.36,64.89,3174.85,1044,46.31,20.24,85.6,1274.01
150104,19-11-2021 14:33,11.7,337,Premium,6.86,13.17,42.84,0.13,271,4.3,62.35,3103.77,1075,47.12,27.84,78.25,1299.07
